odprecid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfast,breakfasttotal,amsnackdays,amsnack,amsnacktotal,lunchdays,lunch,lunchtotal,pmsnackdays,pmsnack,pmsnacktotal,supperdays,supper,suppertotal,totalsnacks,totalmealssnacks,secondbreakfast,secondamsnack,secondlunch,secondpmsnack,secondsupper
00008-0041,2025,SEAMLESS_SUMMER_OPTION_MEALS,00008,ANDREWS ISD,Educational Institution,Public,18,1,0041,ANDREWS MIDDLE SCHOOL,002-901,ANDREWS,ANDREWS,2025-06-01T00:00:00.000,15,5,5,0,0,0,15,165,165,0,0,0,0,0,0,0,170,,,,,
00008-0101,2025,SEAMLESS_SUMMER_OPTION_MEALS,00008,ANDREWS ISD,Educational Institution,Public,18,1,0101,DEVONIAN ELEM,002-901,ANDREWS,ANDREWS,2025-06-01T00:00:00.000,20,855,855,0,0,0,20,2248,2248,0,0,0,0,0,0,0,3103,,,,,
00011-0001,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,0001,LUFKIN H S,003-903,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,16,1047,1047,0,0,0,16,3138,3138,0,0,0,0,0,0,0,4185,0,0,0,0,0
00011-0001,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,0001,LUFKIN H S,003-903,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,6,103,103,0,0,0,6,281,281,0,0,0,0,0,0,0,384,0,0,0,0,0
00011-0044,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,0044,LUFKIN MIDDLE,003-903,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,16,1351,1351,0,0,0,16,2762,2762,0,0,0,0,0,0,0,4113,0,0,0,0,0
00011-0122,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,0122,BROOKHOLLOW EL,003-903,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,15,1847,1847,0,0,0,15,3213,3213,0,0,0,0,0,0,0,5060,0,0,0,0,0
00011-0122,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,0122,BROOKHOLLOW EL,003-903,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,5,469,469,0,0,0,5,749,749,0,0,0,0,0,0,0,1218,0,0,0,0,0
00011-0127,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,0127,HERTY PRI,003-903,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,17,1381,1381,0,0,0,17,1424,1424,0,0,0,0,0,0,0,2805,0,0,0,0,0
00011-0127,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,0127,HERTY PRI,003-903,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,5,233,233,0,0,0,5,240,240,0,0,0,0,0,0,0,473,0,0,0,0,0
00011-0129,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,0129,SLACK EL,003-903,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,5,239,239,0,0,0,5,462,462,0,0,0,0,0,0,0,701,0,0,0,0,0
00011-1201,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,1201,BOYS AND GIRLS CLUB,003-903,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,21,1852,1852,0,0,0,21,3002,3002,0,0,0,0,0,0,0,4854,0,0,0,0,0
00011-1201,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,1201,BOYS AND GIRLS CLUB,003-903,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,8,677,677,0,0,0,8,1075,1075,0,0,0,0,0,0,0,1752,0,0,0,0,0
00011-1207,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,1207,First Christian Church,003-903,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,12,514,514,0,0,0,12,567,567,0,0,0,0,0,0,0,1081,0,0,0,0,0
00011-1207,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,1207,First Christian Church,003-903,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,6,187,187,0,0,0,6,202,202,0,0,0,0,0,0,0,389,0,0,0,0,0
00011-1229,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,1229,Kurth Memorial Library,003-903,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,0,0,0,0,0,0,20,824,824,0,0,0,0,0,0,0,824,0,0,0,0,0
00011-1229,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,1229,Kurth Memorial Library,003-903,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,0,0,0,0,0,0,8,269,269,0,0,0,0,0,0,0,269,0,0,0,0,0
00013-0001,2025,SEAMLESS_SUMMER_OPTION_MEALS,00013,DIBOLL ISD,Educational Institution,Public,7,3,0001,DIBOLL H S,003-905,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,0,0,0,0,0,0,13,998,998,0,0,0,0,0,0,0,998,,,,,
00013-0001,2025,SEAMLESS_SUMMER_OPTION_MEALS,00013,DIBOLL ISD,Educational Institution,Public,7,3,0001,DIBOLL H S,003-905,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,0,0,0,0,0,0,7,472,472,0,0,0,0,0,0,0,472,,,,,
00013-0101,2025,SEAMLESS_SUMMER_OPTION_MEALS,00013,DIBOLL ISD,Educational Institution,Public,7,3,0101,TEMPLE EL,003-905,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,17,1104,1104,0,0,0,17,1457,1457,0,0,0,0,0,0,0,2561,,,,,
00013-0101,2025,SEAMLESS_SUMMER_OPTION_MEALS,00013,DIBOLL ISD,Educational Institution,Public,7,3,0101,TEMPLE EL,003-905,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,1,10,10,0,0,0,1,10,10,0,0,0,0,0,0,0,20,,,,,
00013-0111,2025,SEAMLESS_SUMMER_OPTION_MEALS,00013,DIBOLL ISD,Educational Institution,Public,7,3,0111,TLL Temple Memorial Library,003-905,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,0,0,0,0,0,0,7,552,552,0,0,0,0,0,0,0,552,,,,,
00013-0111,2025,SEAMLESS_SUMMER_OPTION_MEALS,00013,DIBOLL ISD,Educational Institution,Public,7,3,0111,TLL Temple Memorial Library,003-905,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,0,0,0,0,0,0,9,712,712,0,0,0,0,0,0,0,712,,,,,
00013-0112,2025,SEAMLESS_SUMMER_OPTION_MEALS,00013,DIBOLL ISD,Educational Institution,Public,7,3,0112,Boys & Girls Club of Diboll,003-905,ANGELINA,ANGELINA,2025-06-01T00:00:00.000,21,1459,1459,0,0,0,21,1379,1379,0,0,0,0,0,0,0,2838,,,,,
00013-0112,2025,SEAMLESS_SUMMER_OPTION_MEALS,00013,DIBOLL ISD,Educational Institution,Public,7,3,0112,Boys & Girls Club of Diboll,003-905,ANGELINA,ANGELINA,2025-07-01T00:00:00.000,22,1773,1773,0,0,0,22,1800,1800,0,0,0,0,0,0,0,3573,,,,,
00013-0112,2025,SEAMLESS_SUMMER_OPTION_MEALS,00013,DIBOLL ISD,Educational Institution,Public,7,3,0112,Boys & Girls Club of Diboll,003-905,ANGELINA,ANGELINA,2025-08-01T00:00:00.000,1,117,117,0,0,0,1,112,112,0,0,0,0,0,0,0,229,,,,,
00016-0041,2025,SEAMLESS_SUMMER_OPTION_MEALS,00016,Rockport-Fulton ISD,Educational Institution,Public,2,5,0041,NC_ROCKPORT-FULTON MIDDLE SCHOOL,004-901,ARANSAS,ARANSAS,2025-06-01T00:00:00.000,16,5592,5592,0,0,0,16,4146,4146,0,0,0,0,0,0,0,9738,,,,,
00016-0103,2025,SEAMLESS_SUMMER_OPTION_MEALS,00016,Rockport-Fulton ISD,Educational Institution,Public,2,5,0103,NC_LIVEOAK EL,004-901,ARANSAS,ARANSAS,2025-06-01T00:00:00.000,16,3832,3832,0,0,0,16,4741,4741,0,0,0,0,0,0,0,8573,,,,,
00021-0104,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00021,CHARLOTTE ISD,Educational Institution,School Food Authority,20,4,0104,Charlotte Main Cafeteria,007-901,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,16,846,846,0,0,0,16,1067,1070,0,0,0,0,0,0,0,1916,0,0,3,0,0
00022-0102,2025,SEAMLESS_SUMMER_OPTION_MEALS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,0102,JOURDANTON ECC,007-902,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,17,1116,1116,0,0,0,17,1740,1740,0,0,0,0,0,0,0,2856,,,,,
00023-0001,2025,SEAMLESS_SUMMER_OPTION_MEALS,00023,LYTLE ISD,Educational Institution,Public,20,4,0001,LYTLE H S,007-904,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,20,438,438,0,0,0,20,1226,1226,0,0,0,0,0,0,0,1664,,,,,
00023-0101,2025,SEAMLESS_SUMMER_OPTION_MEALS,00023,LYTLE ISD,Educational Institution,Public,20,4,0101,LYTLE EL,007-904,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,20,1266,1266,0,0,0,20,2719,2719,0,0,0,0,0,0,0,3985,,,,,
00024-0001,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,0001,PLEASANTON H S,007-905,ATASCOSA,ATASCOSA,2025-05-01T00:00:00.000,3,62,62,0,0,0,3,70,70,0,0,0,0,0,0,0,132,,,,,
00024-0001,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,0001,PLEASANTON H S,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,16,357,357,0,0,0,16,512,512,0,0,0,0,0,0,0,869,,,,,
00024-0041,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,0041,PLEASANTON J H,007-905,ATASCOSA,ATASCOSA,2025-05-01T00:00:00.000,3,24,24,0,0,0,3,95,95,0,0,0,0,0,0,0,119,,,,,
00024-0041,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,0041,PLEASANTON J H,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,16,178,178,0,0,0,16,795,795,0,0,0,0,0,0,0,973,,,,,
00024-1202,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1202,PLEASANTON HS FOOTBALL STADIUM,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,0,0,0,0,0,0,4,189,189,0,0,0,0,0,0,0,189,,,,,
00024-1204,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1204,Pleasanton Athletic Center Gym,007-905,ATASCOSA,ATASCOSA,2025-05-01T00:00:00.000,3,341,341,0,0,0,3,470,470,0,0,0,0,0,0,0,811,,,,,
00024-1210,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1210,Pleasanton First Baptist Church,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,0,0,0,0,0,0,5,150,150,0,0,0,5,700,700,0,850,,,,,
00024-1211,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1211,St. Andrews Catholic Church,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,0,0,0,0,0,0,6,43,43,0,0,0,6,278,278,0,321,,,,,
00024-1212,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1212,First United Methodist Church,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,3,116,116,0,116,,,,,
00024-1214,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1214,Pleasanton Civic Center,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,0,0,0,0,0,0,2,30,30,0,0,0,0,0,0,0,30,,,,,
00024-1215,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1215,Pleasanton Aquatic Center City Pool,007-905,ATASCOSA,ATASCOSA,2025-05-01T00:00:00.000,0,0,0,0,0,0,3,66,66,0,0,0,0,0,0,0,66,,,,,
00024-1215,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1215,Pleasanton Aquatic Center City Pool,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,0,0,0,0,0,0,12,295,295,0,0,0,0,0,0,0,295,,,,,
00024-1217,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1217,Pleasanton Baseball Sports Complex,007-905,ATASCOSA,ATASCOSA,2025-05-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,3,58,58,0,58,,,,,
00024-1218,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1218,Pleasanton River Park,007-905,ATASCOSA,ATASCOSA,2025-05-01T00:00:00.000,0,0,0,0,0,0,3,134,134,0,0,0,0,0,0,0,134,,,,,
00024-1218,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1218,Pleasanton River Park,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,0,0,0,0,0,0,16,857,857,0,0,0,0,0,0,0,857,,,,,
00024-1228,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1228,Ata - Bexar Fire Station,007-905,ATASCOSA,BEXAR,2025-06-01T00:00:00.000,0,0,0,0,0,0,1,22,22,0,0,0,0,0,0,0,22,,,,,
00024-1239,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1239,Pleasanton Longhorn Museum,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,0,0,0,0,0,0,1,11,11,0,0,0,0,0,0,0,11,,,,,
00024-1242,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1242,Atascosa County Annex,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,0,0,0,0,0,0,1,21,21,0,0,0,0,0,0,0,21,,,,,
00024-1243,2025,SEAMLESS_SUMMER_OPTION_MEALS,00024,PLEASANTON ISD,Educational Institution,Public,20,4,1243,Pleasanton Tennis Courts,007-905,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,4,48,48,0,0,0,4,31,31,0,0,0,0,0,0,0,79,,,,,
00025-0001,2025,SEAMLESS_SUMMER_OPTION_MEALS,00025,POTEET ISD,Educational Institution,Public,20,4,0001,POTEET H S,007-906,ATASCOSA,ATASCOSA,2025-06-01T00:00:00.000,12,545,545,0,0,0,12,1096,1096,0,0,0,0,0,0,0,1641,,,,,
00027-0001,2025,SEAMLESS_SUMMER_OPTION_MEALS,00027,SEALY ISD,Educational Institution,Public,6,3,0001,SEALY H S,008-902,AUSTIN,AUSTIN,2025-06-01T00:00:00.000,8,42,42,0,0,0,8,42,42,0,0,0,0,0,0,0,84,,,,,
00027-0041,2025,SEAMLESS_SUMMER_OPTION_MEALS,00027,SEALY ISD,Educational Institution,Public,6,3,0041,SEALY J H,008-902,AUSTIN,AUSTIN,2025-06-01T00:00:00.000,8,117,117,0,0,0,8,162,162,0,0,0,0,0,0,0,279,,,,,
00027-0102,2025,SEAMLESS_SUMMER_OPTION_MEALS,00027,SEALY ISD,Educational Institution,Public,6,3,0102,SELMAN EL,008-902,AUSTIN,AUSTIN,2025-05-01T00:00:00.000,4,76,76,0,0,0,4,96,96,0,0,0,0,0,0,0,172,,,,,
00027-0102,2025,SEAMLESS_SUMMER_OPTION_MEALS,00027,SEALY ISD,Educational Institution,Public,6,3,0102,SELMAN EL,008-902,AUSTIN,AUSTIN,2025-06-01T00:00:00.000,12,603,603,0,0,0,12,1010,1010,0,0,0,0,0,0,0,1613,,,,,
00028-0001,2025,SEAMLESS_SUMMER_OPTION_MEALS,00028,BRAZOS ISD,Educational Institution,Public,6,3,0001,BRAZOS H S,008-903,AUSTIN,AUSTIN,2025-06-01T00:00:00.000,16,734,734,0,0,0,16,1078,1078,0,0,0,0,0,0,0,1812,,,,,
00029-0001,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00029,MULESHOE ISD,Educational Institution,School Food Authority,17,1,0001,MULESHOE H S,009-901,BAILEY,BAILEY,2025-06-01T00:00:00.000,10,192,192,0,0,0,10,228,229,0,0,0,0,0,0,0,421,0,0,1,0,0
00029-0101,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00029,MULESHOE ISD,Educational Institution,School Food Authority,17,1,0101,MARY DESHAZO EL,009-901,BAILEY,BAILEY,2025-06-01T00:00:00.000,10,467,467,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0
00029-0103,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00029,MULESHOE ISD,Educational Institution,School Food Authority,17,1,0103,DILLMAN EL,009-901,BAILEY,BAILEY,2025-05-01T00:00:00.000,3,48,48,0,0,0,3,49,49,0,0,0,0,0,0,0,97,0,0,0,0,0
00029-0103,2025,SUMMER_FOOD_SERVICE_PROG_MEALS,00029,MULESHOE ISD,Educational Institution,School Food Authority,17,1,0103,DILLMAN EL,009-901,BAILEY,BAILEY,2025-06-01T00:00:00.000,19,668,668,0,0,0,19,1042,1063,0,0,0,0,0,0,0,1731,0,0,21,0,0
00031-0001,2025,SEAMLESS_SUMMER_OPTION_MEALS,00031,BANDERA ISD,Educational Institution,Public,20,4,0001,BANDERA H S,010-902,BANDERA,BANDERA,2025-06-01T00:00:00.000,12,360,360,0,0,0,12,412,412,0,0,0,0,0,0,0,772,,,,,
00031-0101,2025,SEAMLESS_SUMMER_OPTION_MEALS,00031,BANDERA ISD,Educational Institution,Public,20,4,0101,ALKEK EL,010-902,BANDERA,BANDERA,2025-06-01T00:00:00.000,21,1134,1134,0,0,0,21,1538,1538,0,0,0,0,0,0,0,2672,,,,,
00031-0101,2025,SEAMLESS_SUMMER_OPTION_MEALS,00031,BANDERA ISD,Educational Institution,Public,20,4,0101,ALKEK EL,010-902,BANDERA,BANDERA,2025-07-01T00:00:00.000,17,782,782,0,0,0,17,1039,1039,0,0,0,0,0,0,0,1821,,,,,
00031-0102,2025,SEAMLESS_SUMMER_OPTION_MEALS,00031,BANDERA ISD,Educational Institution,Public,20,4,0102,HILL COUNTRY EL,010-902,BANDERA,BANDERA,2025-06-01T00:00:00.000,21,622,622,0,0,0,21,750,750,0,0,0,0,0,0,0,1372,,,,,
00031-0102,2025,SEAMLESS_SUMMER_OPTION_MEALS,00031,BANDERA ISD,Educational Institution,Public,20,4,0102,HILL COUNTRY EL,010-902,BANDERA,BANDERA,2025-07-01T00:00:00.000,17,505,505,0,0,0,17,583,583,0,0,0,0,0,0,0,1088,,,,,
00032-0002,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0002,CEDAR CREEK HIGH SCHOOL,011-901,BASTROP,BASTROP,2025-05-01T00:00:00.000,4,9,9,0,0,0,4,10,10,0,0,0,0,0,0,0,19,,,,,
00032-0002,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0002,CEDAR CREEK HIGH SCHOOL,011-901,BASTROP,BASTROP,2025-06-01T00:00:00.000,20,460,460,0,0,0,20,719,719,0,0,0,0,0,0,0,1179,,,,,
00032-0002,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0002,CEDAR CREEK HIGH SCHOOL,011-901,BASTROP,BASTROP,2025-07-01T00:00:00.000,22,525,525,0,0,0,22,709,709,0,0,0,0,0,0,0,1234,,,,,
00032-0022,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0022,GENESIS H S,011-901,BASTROP,BASTROP,2025-05-01T00:00:00.000,4,83,83,0,0,0,4,94,94,0,0,0,0,0,0,0,177,,,,,
00032-0022,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0022,GENESIS H S,011-901,BASTROP,BASTROP,2025-06-01T00:00:00.000,20,3362,3362,0,0,0,20,3563,3563,0,0,0,0,0,0,0,6925,,,,,
00032-0022,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0022,GENESIS H S,011-901,BASTROP,BASTROP,2025-07-01T00:00:00.000,22,1582,1582,0,0,0,22,1155,1155,0,0,0,0,0,0,0,2737,,,,,
00032-0101,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0101,EMILE ELEMENTARY,011-901,BASTROP,BASTROP,2025-05-01T00:00:00.000,4,163,163,0,0,0,4,240,240,0,0,0,0,0,0,0,403,,,,,
00032-0101,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0101,EMILE ELEMENTARY,011-901,BASTROP,BASTROP,2025-06-01T00:00:00.000,20,1652,1652,0,0,0,20,1958,1958,0,0,0,0,0,0,0,3610,,,,,
00032-0101,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0101,EMILE ELEMENTARY,011-901,BASTROP,BASTROP,2025-07-01T00:00:00.000,22,1515,1515,0,0,0,22,2116,2116,0,0,0,0,0,0,0,3631,,,,,
00032-0102,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0102,MINA ELEMENTARY,011-901,BASTROP,BASTROP,2025-05-01T00:00:00.000,4,133,133,0,0,0,4,223,223,0,0,0,0,0,0,0,356,,,,,
00032-0102,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0102,MINA ELEMENTARY,011-901,BASTROP,BASTROP,2025-06-01T00:00:00.000,20,1183,1183,0,0,0,20,1969,1969,0,0,0,0,0,0,0,3152,,,,,
00032-0102,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0102,MINA ELEMENTARY,011-901,BASTROP,BASTROP,2025-07-01T00:00:00.000,22,1066,1066,0,0,0,22,1894,1894,0,0,0,0,0,0,0,2960,,,,,
00032-0103,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0103,CEDAR CREEK ELEMENTARY,011-901,BASTROP,BASTROP,2025-05-01T00:00:00.000,4,32,32,0,0,0,4,766,766,0,0,0,0,0,0,0,798,,,,,
00032-0103,2025,SEAMLESS_SUMMER_OPTION_MEALS,00032,BASTROP ISD,Educational Institution,Public,13,4,0103,CEDAR CREEK ELEMENTARY,011-901,BASTROP,BASTROP,2025-06-01T00:00:00.000,20,460,460,0,0,0,20,719,719,0,0,0,0,0,0,0,1179,,,,,
